Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Cundinamarca,Colombia,14/11/2022 04:21,5.026,-74.03,327819,7366,,,"Cundinamarca, Colombia",11230.29331,2.246971652
Guainia,Colombia,14/11/2022 04:21,2.5854,-68.5247,2792,37,,,"Guainia, Colombia",5802.884815,1.3252149
Guaviare,Colombia,14/11/2022 04:21,1.0654,-73.2603,5658,105,,,"Guaviare, Colombia",6836.057849,1.855779427
Huila,Colombia,14/11/2022 04:21,2.5359,-75.5277,103019,3582,,,"Huila, Colombia",9362.078398,3.477028509
La Guajira,Colombia,14/11/2022 04:21,11.3548,-72.5205,57912,1543,,,"La Guajira, Colombia",6576.723903,2.664387346
Magdalena,Colombia,14/11/2022 04:21,10.4113,-74.4057,117491,3647,,,"Magdalena, Colombia",8756.575388,3.104067546
Meta,Colombia,14/11/2022 04:21,3.272,-73.0877,107419,2596,,,"Meta, Colombia",10331.51169,2.41670468
Narino,Colombia,14/11/2022 04:21,1.2892,-77.3579,107690,3385,,,"Narino, Colombia",6604.349831,3.143281642
Norte de Santander,Colombia,14/11/2022 04:21,7.9463,-72.8988,124389,5176,,,"Norte de Santander, Colombia",8338.802525,4.161139651
Putumayo,Colombia,14/11/2022 04:21,0.436,-75.5277,21783,788,,,"Putumayo, Colombia",6256.210832,3.617499885
Quindio,Colombia,14/11/2022 04:21,4.461,-75.6674,72711,2076,,,"Quindio, Colombia",13467.3942,2.855138837
Risaralda,Colombia,14/11/2022 04:21,5.3158,-75.9928,109488,2499,,,"Risaralda, Colombia",11605.66928,2.282441911
San Andres y Providencia,Colombia,14/11/2022 04:21,12.5567,-81.7185,10334,156,,,"San Andres y Providencia, Colombia",16863.57702,1.509580027
Santander,Colombia,14/11/2022 04:21,6.6437,-73.6536,293447,8305,,,"Santander, Colombia",13431.0706,2.830153316
Sucre,Colombia,14/11/2022 04:21,8.814,-74.7233,66926,1741,,,"Sucre, Colombia",7396.257776,2.601380629
Tolima,Colombia,14/11/2022 04:21,4.0925,-75.1545,126903,4078,,,"Tolima, Colombia",9540.237576,3.213478011
Unknown,Colombia,14/11/2022 04:21,,,0,300,,,"Unknown, Colombia",,
Valle del Cauca,Colombia,14/11/2022 04:21,3.8009,-76.6413,564019,15339,,,"Valle del Cauca, Colombia",12601.28162,2.719589234
Vaupes,Colombia,14/11/2022 04:21,0.8554,-70.812,1953,22,,,"Vaupes, Colombia",4787.1167,1.126472094
Vichada,Colombia,14/11/2022 04:21,4.4234,-69.2878,3469,64,,,"Vichada, Colombia",3217.757495,1.844912078
,Comoros,14/11/2022 04:21,-11.6455,43.3333,8879,161,,,Comoros,1021.050029,1.81326726
,Congo (Brazzaville),14/11/2022 04:21,-0.228,15.8277,24837,386,,,Congo (Brazzaville),450.1012306,1.554132947
,Congo (Kinshasa),14/11/2022 04:21,-4.0383,21.7587,93467,1447,,,Congo (Kinshasa),104.3608026,1.548139985
,Costa Rica,14/11/2022 04:21,9.7489,-83.7534,1140864,9019,,,Costa Rica,22395.72966,0.790541204
,Cote d'Ivoire,14/11/2022 04:21,7.54,-5.5471,87851,829,,,Cote d'Ivoire,333.043006,0.943643214
,Croatia,14/11/2022 04:21,45.1,15.2,1250099,17223,,,Croatia,30451.09357,1.377730884
,Cuba,14/11/2022 04:21,21.521757,-77.781167,1111321,8530,,,Cuba,9811.588916,0.767555009
,Cyprus,14/11/2022 04:21,35.1264,33.4299,606287,1210,,,Cyprus,50215.88406,0.199575449
,Czechia,14/11/2022 04:21,49.8175,15.473,4525021,41713,,,Czechia,38894.90149,1.001452975
Faroe Islands,Denmark,14/11/2022 04:21,61.8926,-6.9118,34658,28,,,"Faroe Islands, Denmark",70926.02067,0.080789428
Greenland,Denmark,14/11/2022 04:21,71.7069,-42.6043,11971,21,,,"Greenland, Denmark",21086.09878,0.175423941
,Denmark,14/11/2022 04:21,56.2639,9.5018,3341697,7434,,,Denmark,57693.02284,0.222461821
,Diamond Princess,14/11/2022 04:21,,,712,13,,,Diamond Princess,,1.825842697
,Djibouti,14/11/2022 04:21,11.8251,42.5903,15690,189,,,Djibouti,1588.053465,1.20458891
,Dominica,14/11/2022 04:21,15.415,-61.371,15760,74,,,Dominica,21891.62534,0.469543147
,Dominican Republic,14/11/2022 04:21,18.7357,-70.1627,647717,4384,,,Dominican Republic,5970.895391,0.676838805
,Ecuador,14/11/2022 04:21,-1.8312,-78.1834,1009388,35935,,,Ecuador,5721.161749,3.560077988
,Egypt,14/11/2022 04:21,26.820553,30.802498,515645,24798,,,Egypt,503.8823552,4.809122555
,El Salvador,14/11/2022 04:21,13.7942,-88.8965,201785,4230,,,El Salvador,3110.989006,2.096290606
,Equatorial Guinea,14/11/2022 04:21,1.6508,10.2679,17182,183,,,Equatorial Guinea,1224.674533,1.065068095
,Eritrea,14/11/2022 04:21,15.1794,39.7823,10189,103,,,Eritrea,287.3032492,1.010894101
,Estonia,14/11/2022 04:21,58.5953,25.0136,607844,2757,,,Estonia,45821.79642,0.453570324
,Eswatini,14/11/2022 04:21,-26.5225,31.4659,73708,1422,,,Eswatini,6353.239714,1.929234276
,Ethiopia,14/11/2022 04:21,9.145,40.4897,494185,7572,,,Ethiopia,429.8622112,1.532219715
,Fiji,14/11/2022 04:21,-17.7134,178.065,68287,878,,,Fiji,7617.5422,1.28574985
,Finland,14/11/2022 04:21,61.92411,25.748151,1372651,6913,,,Finland,24773.8831,0.503624009
French Guiana,France,14/11/2022 04:21,4,-53,94259,411,,,"French Guiana, France",31558.31285,0.436032633
French Polynesia,France,14/11/2022 04:21,-17.6797,-149.4068,76797,649,,,"French Polynesia, France",27339.23333,0.845085094
Guadeloupe,France,14/11/2022 04:21,16.265,-61.551,196270,993,,,"Guadeloupe, France",49051.92601,0.505935701
Martinique,France,14/11/2022 04:21,14.6415,-61.0242,223728,1047,,,"Martinique, France",59618.66947,0.467978974
Mayotte,France,14/11/2022 04:21,-12.8275,45.166244,40339,187,,,"Mayotte, France",14786.31883,0.463571234
New Caledonia,France,14/11/2022 04:21,-20.904305,165.618042,74577,314,,,"New Caledonia, France",26122.36463,0.42104134
Reunion,France,14/11/2022 04:21,-21.1151,55.5364,478346,899,,,"Reunion, France",53428.09402,0.187939274
Saint Barthelemy,France,14/11/2022 04:21,17.9,-62.8333,5323,6,,,"Saint Barthelemy, France",53849.26657,0.112718392
Saint Pierre and Miquelon,France,14/11/2022 04:21,46.8852,-56.3159,3231,1,,,"Saint Pierre and Miquelon, France",55754.96117,0.03095017
St Martin,France,14/11/2022 04:21,18.0708,-63.0501,12026,63,,,"St Martin, France",31107.89208,0.523864959
Wallis and Futuna,France,14/11/2022 04:21,-14.2938,-178.1165,3415,7,,,"Wallis and Futuna, France",22336.32023,0.204978038
,France,14/11/2022 04:21,46.2276,2.2137,36080121,154134,,,France,55275.28686,0.427199233
,Gabon,14/11/2022 04:21,-0.8037,11.6094,48945,306,,,Gabon,2199.05577,0.625191542
,Gambia,14/11/2022 04:21,13.4432,-15.3101,12580,372,,,Gambia,520.5522985,2.957074722
,Georgia,14/11/2022 04:21,42.3154,43.3569,1785138,16878,,,Georgia,44749.55348,0.947377738
Baden-Wurttemberg,Germany,14/11/2022 04:21,48.6616,9.3501,4850542,17897,,,"Baden-Wurttemberg, Germany",43855.51766,0.369484536
Bayern,Germany,14/11/2022 04:21,48.7904,11.4979,6496845,26767,,,"Bayern, Germany",49703.22453,0.412274569
Berlin,Germany,14/11/2022 04:21,52.52,13.405,1343940,5017,,,"Berlin, Germany",36901.26771,0.373535209
Brandenburg,Germany,14/11/2022 04:21,52.4125,12.5316,1040688,6094,,,"Brandenburg, Germany",41461.60084,0.585512362
Bremen,Germany,14/11/2022 04:21,53.0793,8.8017,280819,876,,,"Bremen, Germany",41163.80131,0.312296589
Hamburg,Germany,14/11/2022 04:21,53.5511,9.9937,766737,3192,,,"Hamburg, Germany",41685.78938,0.417323553
Hessen,Germany,14/11/2022 04:21,50.6521,9.1624,2759897,11512,,,"Hessen, Germany",44073.19151,0.417049605
Mecklenburg-Vorpommern,Germany,14/11/2022 04:21,53.6127,12.4296,662106,2552,,,"Mecklenburg-Vorpommern, Germany",41175.57892,0.385188136
Niedersachsen,Germany,14/11/2022 04:21,52.6367,9.8451,3519120,11460,,,"Niedersachsen, Germany",44131.78764,0.32596258
Nordrhein-Westfalen,Germany,14/11/2022 04:21,51.4332,7.6616,7405099,28499,,,"Nordrhein-Westfalen, Germany",41339.49297,0.384810098
Rheinland-Pfalz,Germany,14/11/2022 04:21,50.1183,7.309,1665191,6453,,,"Rheinland-Pfalz, Germany",40789.53811,0.387411032
Saarland,Germany,14/11/2022 04:21,49.3964,7.023,464095,1947,,,"Saarland, Germany",46882.76432,0.419270508
Sachsen,Germany,14/11/2022 04:21,51.1045,13.2017,1880501,16285,,,"Sachsen, Germany",46141.88498,0.865894963
Sachsen-Anhalt,Germany,14/11/2022 04:21,51.9503,11.6923,912655,5921,,,"Sachsen-Anhalt, Germany",41356.39701,0.649854043
Schleswig-Holstein,Germany,14/11/2022 04:21,54.2194,9.6961,1101538,3067,,,"Schleswig-Holstein, Germany",38064.32949,0.278882728
Thuringen,Germany,14/11/2022 04:21,51.011,10.8453,855252,7864,,,"Thuringen, Germany",39923.66359,0.919448074
Unknown,Germany,14/11/2022 04:21,,,0,0,,,"Unknown, Germany",,
,Ghana,14/11/2022 04:21,7.9465,-1.0232,170894,1460,,,Ghana,549.9768368,0.854330755
,Greece,14/11/2022 04:21,39.0742,21.8243,5250288,33888,,,Greece,50371.86791,0.645450307
,Grenada,14/11/2022 04:21,12.1165,-61.679,19613,237,,,Grenada,17430.8339,1.208382195
,Guatemala,14/11/2022 04:21,15.7835,-90.2308,1145374,19922,,,Guatemala,6393.177509,1.739344529
,Guinea,14/11/2022 04:21,9.9456,-9.6966,38122,458,,,Guinea,290.2810004,1.201406012
,Guinea-Bissau,14/11/2022 04:21,11.8037,-15.1804,8848,176,,,Guinea-Bissau,449.5939528,1.98915009
,Guyana,14/11/2022 04:21,4.860416,-58.93018,71471,1281,,,Guyana,9086.540234,1.792335353
,Haiti,14/11/2022 04:21,18.9712,-72.2852,33832,860,,,Haiti,296.7060038,2.541972097
,Holy See,14/11/2022 04:21,41.9029,12.4534,29,0,,,Holy See,3584.672435,0
,Honduras,14/11/2022 04:21,15.2,-86.2419,457406,11041,,,Honduras,4618.113105,2.41382929
,Hungary,14/11/2022 04:21,47.1625,19.5033,2153564,48111,,,Hungary,22292.81548,2.234017656
,Iceland,14/11/2022 04:21,64.9631,-19.0208,206803,219,,,Iceland,60601.61172,0.105897883
Andaman and Nicobar Islands,India,14/11/2022 04:21,11.225999,92.968178,10741,129,,,"Andaman and Nicobar Islands, India",2575.557026,1.201005493
Andhra Pradesh,India,14/11/2022 04:21,15.9129,79.74,2339030,14733,,,"Andhra Pradesh, India",4339.300125,0.629876487
Arunachal Pradesh,India,14/11/2022 04:21,27.768456,96.384277,66885,296,,,"Arunachal Pradesh, India",4258.948663,0.442550647
Assam,India,14/11/2022 04:21,26.357149,92.830441,746094,8035,,,"Assam, India",2095.355359,1.076942048
Bihar,India,14/11/2022 04:21,25.679658,85.60484,851296,12302,,,"Bihar, India",682.1286096,1.445090779
Chandigarh,India,14/11/2022 04:21,30.733839,76.768278,99323,1181,,,"Chandigarh, India",8573.613714,1.189049868
Chhattisgarh,India,14/11/2022 04:21,21.264705,82.035366,1177677,14145,,,"Chhattisgarh, India",4000.77374,1.201093339
Dadra and Nagar Haveli and Daman and Diu,India,14/11/2022 04:21,20.194742,73.080901,11591,4,,,"Dadra and Nagar Haveli and Daman and Diu, India",1882.499302,0.034509533
Delhi,India,14/11/2022 04:21,28.646519,77.10898,2006785,26514,,,"Delhi, India",10725.20638,1.321217769
Goa,India,14/11/2022 04:21,15.359682,74.057396,258923,4013,,,"Goa, India",16322.96296,1.549881625
Gujarat,India,14/11/2022 04:21,22.694884,71.590923,1277250,11040,,,"Gujarat, India",1999.690038,0.864357017
Haryana,India,14/11/2022 04:21,29.20004,76.332824,1056406,10712,,,"Haryana, India",3745.49738,1.014004086
Himachal Pradesh,India,14/11/2022 04:21,31.927213,77.233081,312512,4211,,,"Himachal Pradesh, India",4193.691454,1.347468257
Jammu and Kashmir,India,14/11/2022 04:21,33.75943,76.612638,479319,4785,,,"Jammu and Kashmir, India",3522.767361,0.998291326
Jharkhand,India,14/11/2022 04:21,23.654536,85.557631,442555,5331,,,"Jharkhand, India",1146.695332,1.204596039
Karnataka,India,14/11/2022 04:21,14.70518,76.166436,4070382,40302,,,"Karnataka, India",6024.600621,0.990128199
Kerala,India,14/11/2022 04:21,10.450898,76.405749,6824342,71431,,,"Kerala, India",19116.10218,1.046708972
Ladakh,India,14/11/2022 04:21,34.1526,77.5771,29396,231,,,"Ladakh, India",10717.16328,0.7858212
Lakshadweep,India,14/11/2022 04:21,13.6999972,72.1833326,11415,52,,,"Lakshadweep, India",17717.17705,0.455540955
Madhya Pradesh,India,14/11/2022 04:21,23.541513,78.289633,1054866,10776,,,"Madhya Pradesh, India",1235.799895,1.021551553
Maharashtra,India,14/11/2022 04:21,19.449759,76.108221,8134440,148401,,,"Maharashtra, India",6605.620468,1.824354227
Manipur,India,14/11/2022 04:21,24.738975,93.882541,139901,2149,,,"Manipur, India",4525.277814,1.536086232
Meghalaya,India,14/11/2022 04:21,25.536934,91.278882,96771,1624,,,"Meghalaya, India",2874.349142,1.678188714
Mizoram,India,14/11/2022 04:21,23.309381,92.83822,238913,726,,,"Mizoram, India",19278.93135,0.303876306
Nagaland,India,14/11/2022 04:21,26.06702,94.470302,35986,782,,,"Nagaland, India",1599.594612,2.173067304
Odisha,India,14/11/2022 04:21,20.505428,84.418059,1336348,9204,,,"Odisha, India",2882.773258,0.688742753
Puducherry,India,14/11/2022 04:21,11.882658,78.86498,175466,1975,,,"Puducherry, India",12413.21446,1.125574185
Punjab,India,14/11/2022 04:21,30.841465,75.40879,785291,19289,,,"Punjab, India",2605.359086,2.456286905
Rajasthan,India,14/11/2022 04:21,26.583423,73.847973,1314925,9648,,,"Rajasthan, India",1622.709324,0.733730061
Sikkim,India,14/11/2022 04:21,27.571671,88.472712,44305,499,,,"Sikkim, India",6418.679582,1.126283715
Tamil Nadu,India,14/11/2022 04:21,11.006091,78.400624,3593447,38048,,,"Tamil Nadu, India",4616.37784,1.058816229
Telangana,India,14/11/2022 04:21,18.1124,79.0193,840863,4111,,,"Telangana, India",2136.190649,0.488902473
Tripura,India,14/11/2022 04:21,23.746783,91.743565,108027,940,,,"Tripura, India",2590.703522,0.870152832
Unknown,India,14/11/2022 04:21,,,0,0,,,"Unknown, India",,
Uttar Pradesh,India,14/11/2022 04:21,26.925425,80.560982,2127897,23631,,,"Uttar Pradesh, India",894.515144,1.110533076
Uttarakhand,India,14/11/2022 04:21,30.156447,79.197608,449217,7751,,,"Uttarakhand, India",3992.735487,1.725446722
West Bengal,India,14/11/2022 04:21,23.814082,87.979803,2118339,21531,,,"West Bengal, India",2126.647749,1.016409555
,Indonesia,14/11/2022 04:21,-0.7893,113.9213,6561504,159104,,,Indonesia,2398.880205,2.424809922
,Iran,14/11/2022 04:21,32.427908,53.688046,7558950,144612,,,Iran,8999.504994,1.913122854
,Iraq,14/11/2022 04:21,33.223191,43.679291,2461857,25361,,,Iraq,6120.596224,1.030157316
,Ireland,14/11/2022 04:21,53.1424,-7.6921,1675723,8100,,,Ireland,33936.65919,0.483373445
,Israel,14/11/2022 04:21,31.046051,34.851612,4695853,11788,,,Israel,54252.56492,0.251030005
Abruzzo,Italy,14/11/2022 04:21,42.35122196,13.39843823,595025,3727,,,"Abruzzo, Italy",45367.03823,0.626360237
Basilicata,Italy,14/11/2022 04:21,40.63947052,15.80514834,190296,990,,,"Basilicata, Italy",33808.22181,0.520242149
Calabria,Italy,14/11/2022 04:21,38.90597598,16.59440194,586611,3085,,,"Calabria, Italy",30126.94061,0.525902174
Campania,Italy,14/11/2022 04:21,40.83956555,14.25084984,2311592,11323,,,"Campania, Italy",39843.4112,0.489835577
Emilia-Romagna,Italy,14/11/2022 04:21,44.49436681,11.3417208,1981780,18333,,,"Emilia-Romagna, Italy",44439.74036,0.925077456
Friuli Venezia Giulia,Italy,14/11/2022 04:21,45.6494354,13.76813649,532488,5609,,,"Friuli Venezia Giulia, Italy",43818.23867,1.053357071
Lazio,Italy,14/11/2022 04:21,41.89277044,12.48366722,2196257,12268,,,"Lazio, Italy",37357.14181,0.558586723
Liguria,Italy,14/11/2022 04:21,44.41149315,8.9326992,611066,5644,,,"Liguria, Italy",39407.34148,0.923631817
Lombardia,Italy,14/11/2022 04:21,45.46679409,9.190347404,3831597,43353,,,"Lombardia, Italy",38085.27227,1.131460328
Marche,Italy,14/11/2022 04:21,43.61675973,13.5188753,660388,4185,,,"Marche, Italy",43296.43716,0.63371836
Molise,Italy,14/11/2022 04:21,41.55774754,14.65916051,94555,690,,,"Molise, Italy",30939.05117,0.729734017
P.A. Bolzano,Italy,14/11/2022 04:21,46.49933453,11.35662422,283820,1579,,,"P.A. Bolzano, Italy",53317.75367,0.556338524
P.A. Trento,Italy,14/11/2022 04:21,46.06893511,11.12123097,231804,1621,,,"P.A. Trento, Italy",42814.23964,0.699297683
Piemonte,Italy,14/11/2022 04:21,45.0732745,7.680687483,1609928,13690,,,"Piemonte, Italy",36955.41692,0.850348587
Puglia,Italy,14/11/2022 04:21,41.12559576,16.86736689,1530076,9197,,,"Puglia, Italy",37976.07031,0.601081253
Sardegna,Italy,14/11/2022 04:21,39.21531192,9.110616306,474879,2806,,,"Sardegna, Italy",28963.25974,0.590887363
Sicilia,Italy,14/11/2022 04:21,38.11569725,13.3623567,1703279,12260,,,"Sicilia, Italy",34066.32265,0.719788126
Toscana,Italy,14/11/2022 04:21,43.76923077,11.25588885,1486945,11053,,,"Toscana, Italy",39868.3144,0.743336169
Umbria,Italy,14/11/2022 04:21,43.10675841,12.38824698,406571,2217,,,"Umbria, Italy",46095.70132,0.545292212
Valle d'Aosta,Italy,14/11/2022 04:21,45.73750286,7.320149366,48059,557,,,"Valle d'Aosta, Italy",38243.43896,1.158992072
Veneto,Italy,14/11/2022 04:21,45.43490485,12.33845213,2456176,15798,,,"Veneto, Italy",50066.227,0.64319495
,Jamaica,14/11/2022 04:21,18.1096,-77.2975,152306,3350,,,Jamaica,5143.455557,2.199519389
Aichi,Japan,14/11/2022 04:21,35.035551,137.211621,1466136,3017,,,"Aichi, Japan",19413.26274,0.205779
Akita,Japan,14/11/2022 04:21,39.748679,140.408228,124357,288,,,"Akita, Japan",12866.86877,0.231591306
Aomori,Japan,14/11/2022 04:21,40.781541,140.828896,184453,349,,,"Aomori, Japan",14799.20505,0.189208091
Chiba,Japan,14/11/2022 04:21,35.510141,140.198917,1017547,2693,,,"Chiba, Japan",16256.34927,0.26465608
Ehime,Japan,14/11/2022 04:21,33.624835,132.856842,180513,300,,,"Ehime, Japan",13479.01569,0.166193017
Fukui,Japan,14/11/2022 04:21,35.846614,136.224654,127303,104,,,"Fukui, Japan",16577.27131,0.081694854
Fukuoka,Japan,14/11/2022 04:21,33.526032,130.666949,1131747,2058,,,"Fukuoka, Japan",22175.12112,0.181842762
Fukushima,Japan,14/11/2022 04:21,37.378867,140.223295,227314,298,,,"Fukushima, Japan",12317.0772,0.131096193
Gifu,Japan,14/11/2022 04:21,35.778671,137.055925,326664,645,,,"Gifu, Japan",16443.47819,0.197450591
Gunma,Japan,14/11/2022 04:21,36.504479,138.985605,269460,535,,,"Gunma, Japan",13872.12889,0.198545239
Hiroshima,Japan,14/11/2022 04:21,34.605309,132.788719,489053,802,,,"Hiroshima, Japan",17440.16159,0.163990406
Hokkaido,Japan,14/11/2022 04:21,43.385711,142.552318,929467,2885,,,"Hokkaido, Japan",17703.9681,0.310392946
Hyogo,Japan,14/11/2022 04:21,35.039913,134.828057,1069624,2946,,,"Hyogo, Japan",19567.99892,0.275423887
Ibaraki,Japan,14/11/2022 04:21,36.303588,140.319591,403182,741,,,"Ibaraki, Japan",14095.75965,0.183787967
Ishikawa,Japan,14/11/2022 04:21,36.769464,136.771027,183447,303,,,"Ishikawa, Japan",16125.09658,0.165170322
Iwate,Japan,14/11/2022 04:21,39.593287,141.361777,130943,219,,,"Iwate, Japan",10673.40172,0.167248345
Kagawa,Japan,14/11/2022 04:21,34.217292,133.969047,158606,315,,,"Kagawa, Japan",16584.56606,0.198605349
Kagoshima,Japan,14/11/2022 04:21,31.009484,130.430665,312745,554,,,"Kagoshima, Japan",19518.83356,0.177141121
Kanagawa,Japan,14/11/2022 04:21,35.415312,139.338983,1602306,3103,,,"Kanagawa, Japan",17419.649,0.19365839
Kochi,Japan,14/11/2022 04:21,33.422519,133.367307,107274,313,,,"Kochi, Japan",15368.1294,0.291776199
Kumamoto,Japan,14/11/2022 04:21,32.608154,130.745231,352854,671,,,"Kumamoto, Japan",20191.15719,0.190163637
Kyoto,Japan,14/11/2022 04:21,35.253815,135.443341,503860,1141,,,"Kyoto, Japan",19507.09981,0.226451792
Mie,Japan,14/11/2022 04:21,34.508018,136.376013,279582,558,,,"Mie, Japan",15699.07495,0.199583664
Miyagi,Japan,14/11/2022 04:21,38.446859,140.927086,309090,447,,,"Miyagi, Japan",13401.60816,0.144618072
Miyazaki,Japan,14/11/2022 04:21,32.193204,131.299374,207320,395,,,"Miyazaki, Japan",19316.10983,0.190526722
Nagano,Japan,14/11/2022 04:21,36.132134,138.045528,264372,383,,,"Nagano, Japan",12903.81152,0.14487162
Nagasaki,Japan,14/11/2022 04:21,33.235712,129.608033,227003,342,,,"Nagasaki, Japan",17112.61915,0.150658802
Nara,Japan,14/11/2022 04:21,34.317451,135.871644,237419,564,,,"Nara, Japan",17849.4019,0.237554703
Niigata,Japan,14/11/2022 04:21,37.521819,138.918647,274023,186,,,"Niigata, Japan",12326.1329,0.067877514
Oita,Japan,14/11/2022 04:21,33.200697,131.43324,189168,406,,,"Oita, Japan",16660.41355,0.214624038
Okayama,Japan,14/11/2022 04:21,34.89246,133.826252,305738,431,,,"Okayama, Japan",16180.15798,0.140970373
Okinawa,Japan,14/11/2022 04:21,25.768923,126.668016,513027,808,,,"Okinawa, Japan",35304.03918,0.157496584
Osaka,Japan,14/11/2022 04:21,34.620965,135.507481,2212237,6670,,,"Osaka, Japan",25112.33786,0.301504766
Port Quarantine,Japan,14/11/2022 04:21,,,22118,8,,,"Port Quarantine, Japan",,0.036169636
Saga,Japan,14/11/2022 04:21,33.286977,130.115738,167943,244,,,"Saga, Japan",20613.81275,0.145287389
Saitama,Japan,14/11/2022 04:21,35.997101,139.347635,1283438,2523,,,"Saitama, Japan",17462.47088,0.19658137
Shiga,Japan,14/11/2022 04:21,35.215827,136.138064,255511,372,,,"Shiga, Japan",18070.81332,0.145590601
Shimane,Japan,14/11/2022 04:21,35.07076,132.554064,95547,100,,,"Shimane, Japan",14168.83914,0.104660534
Shizuoka,Japan,14/11/2022 04:21,34.916975,138.407784,541245,794,,,"Shizuoka, Japan",14854.97024,0.146698815
Tochigi,Japan,14/11/2022 04:21,36.689912,139.819213,253946,544,,,"Tochigi, Japan",13130.67803,0.214218771
Tokushima,Japan,14/11/2022 04:21,33.919178,134.242091,101774,190,,,"Tokushima, Japan",13980.38674,0.186688152
Tokyo,Japan,14/11/2022 04:21,35.711343,139.446921,3358047,6061,,,"Tokyo, Japan",24122.75191,0.180491816
Tottori,Japan,14/11/2022 04:21,35.359069,133.863619,73425,92,,,"Tottori, Japan",13216.44185,0.125297923
Toyama,Japan,14/11/2022 04:21,36.637464,137.269346,149396,192,,,"Toyama, Japan",14316.79096,0.128517497
Unknown,Japan,14/11/2022 04:21,,,173,0,,,"Unknown, Japan",,0
Wakayama,Japan,14/11/2022 04:21,33.911879,135.505446,148879,276,,,"Wakayama, Japan",16096.19291,0.185385447
Yamagata,Japan,14/11/2022 04:21,38.448396,140.102154,139813,234,,,"Yamagata, Japan",12973.68572,0.167366411
Yamaguchi,Japan,14/11/2022 04:21,34.20119,131.573293,184058,410,,,"Yamaguchi, Japan",13550.25561,0.22275587
Yamanashi,Japan,14/11/2022 04:21,35.612364,138.611489,110708,175,,,"Yamanashi, Japan",13651.54213,0.158073491
,Jordan,14/11/2022 04:21,31.24,36.51,1746997,14122,,,Jordan,17122.15063,0.808358572
,Kazakhstan,14/11/2022 04:21,48.0196,66.9237,1485203,19053,,,Kazakhstan,7909.816135,1.282854936
,Kenya,14/11/2022 04:21,-0.0236,37.9062,340431,5680,,,Kenya,633.1091121,1.6684732
,Kiribati,14/11/2022 04:21,-3.3704,-168.734,3430,13,,,Kiribati,2916.517865,0.379008746
,"Korea, North",14/11/2022 04:21,40.3399,127.5101,1,6,,,"Korea, North",0.003879154,600
